date,home_team,away_team,team,scorer,minute,own_goal,penalty
1926-10-28,Bolivia,Uruguay,Uruguay,Ángel Romano,67.0,False,False
2017-09-05,Burkina Faso,Senegal,Burkina Faso,Alain Traoré,88.0,False,False
1988-11-26,Fiji,Australia,Fiji,Ravuame Madigi,66.0,False,False
1977-01-16,Guinea,Ghana,Guinea,Seydouba Sylla,31.0,False,False
1971-05-26,Denmark,Belgium,Denmark,Kresten Bjerre,76.0,False,False
1958-06-15,Argentina,Czechoslovakia,Czechoslovakia,Václav Hovorka,89.0,False,False
2001-09-05,San Marino,Croatia,Croatia,Robert Prosinečki,48.0,False,True
2017-11-09,Croatia,Greece,Croatia,Andrej Kramarić,49.0,False,False
1981-11-18,Russia,Wales,Russia,Yuri Gavrilov,64.0,False,False
1996-11-10,Slovenia,Bosnia and Herzegovina,Bosnia and Herzegovina,Elvir Bolić,5.0,False,False
2010-10-08,Slovenia,Faroe Islands,Slovenia,Tim Matavž,25.0,False,False
1962-06-13,Chile,Brazil,Brazil,Garrincha,9.0,False,False
2003-06-07,Finland,Serbia,Finland,Joonas Kolkka,45.0,False,False
2019-10-10,Russia,Scotland,Russia,Artem Dzyuba,57.0,False,False
1942-01-25,Ecuador,Paraguay,Paraguay,Fabio Baudo Franco,5.0,False,False
2000-09-03,United States,Guatemala,United States,Brian McBride,72.0,False,False
1998-02-11,South Africa,Ivory Coast,South Africa,Helman Mkhalele,8.0,False,True
1990-06-15,Germany,United Arab Emirates,Germany,Lothar Matthäus,47.0,False,False
1995-05-25,Faroe Islands,San Marino,Faroe Islands,Jens Erik Rasmussen,9.0,False,False
1960-11-03,United States,Mexico,United States,Al Zerhusen,84.0,False,False
2005-10-08,Bosnia and Herzegovina,San Marino,Bosnia and Herzegovina,Elvir Bolić,82.0,False,False
1994-11-16,Scotland,Russia,Russia,Dmitri Radchenko,25.0,False,False
1980-09-25,Kuwait,Qatar,Kuwait,Faisal Al-Dakhil,57.0,False,False
2009-09-05,Ivory Coast,Burkina Faso,Ivory Coast,Saïdou Panandétiguiri,12.0,True,False
2021-03-30,Azerbaijan,Serbia,Azerbaijan,Emin Mahmudov,59.0,False,True
1959-05-22,Egypt,Ethiopia,Egypt,Mahmoud El-Gohary,73.0,False,False
1985-03-01,Brunei,China PR,China PR,Zhao Dayu,8.0,False,False
1995-01-08,Japan,Argentina,Argentina,Ariel Ortega,45.0,False,False
2013-09-06,Switzerland,Iceland,Iceland,Jóhann Berg Guðmundsson,3.0,False,False
2010-09-03,Estonia,Italy,Italy,Leonardo Bonucci,63.0,False,False
1976-11-14,Ethiopia,Egypt,Egypt,Mahmoud El Khatib,73.0,False,False
1965-04-11,Albania,Switzerland,Switzerland,Köbi Kuhn,88.0,False,False
1973-04-15,Zambia,Ethiopia,Zambia,Moses Simwala,71.0,False,False
1990-07-01,Cameroon,England,England,David Platt,25.0,False,False
2021-07-06,Italy,Spain,Italy,Federico Chiesa,60.0,False,False
2002-01-19,Mali,Liberia,Liberia,George Weah,45.0,False,False
2001-03-28,Switzerland,Luxembourg,Switzerland,Alexander Frei,90.0,False,False
2010-10-12,Scotland,Spain,Scotland,Steven Naismith,58.0,False,False
2001-04-30,Syria,Philippines,Syria,Said Bayazid,16.0,False,False
1969-10-14,South Korea,Australia,Australia,Tom McColl,82.0,False,False
1973-05-13,North Korea,Syria,North Korea,Ma Jung-U,39.0,False,False
1953-02-22,Peru,Bolivia,Bolivia,Víctor Ugarte,53.0,False,False
1997-10-17,Iran,China PR,Iran,Ali Asghar Modir Roosta,44.0,False,False
2002-10-12,Lithuania,Faroe Islands,Lithuania,Tomas Ražanauskas,23.0,False,True
2012-06-01,Samoa,Tahiti,Tahiti,Lorenzo Tehau,82.0,False,False
1937-01-23,Argentina,Uruguay,Argentina,Francisco Varallo,63.0,False,False
1995-09-06,Luxembourg,Malta,Luxembourg,Luc Holtz,44.0,False,False
2013-06-11,Venezuela,Uruguay,Uruguay,Edinson Cavani,27.0,False,False
2013-03-26,Germany,Kazakhstan,Germany,Marco Reus,90.0,False,False
2004-11-17,Bahrain,Tajikistan,Bahrain,Mohamed Husain,41.0,False,False
2001-02-08,Saudi Arabia,Mongolia,Saudi Arabia,Marzouk Al-Otaibi,71.0,False,False
1994-10-12,Switzerland,Sweden,Sweden,Kennet Andersson,6.0,False,False
2001-04-23,Uzbekistan,Taiwan,Uzbekistan,Vladimir Maminov,35.0,False,False
1974-06-18,Yugoslavia,DR Congo,Yugoslavia,Branko Oblak,61.0,False,False
2000-06-17,Haiti,Honduras,Honduras,Samuel Caballero,7.0,False,False
1997-02-22,Hong Kong,South Korea,South Korea,Choi Moon-Sik,75.0,False,False
1995-08-16,France,Poland,France,Youri Djorkaeff,87.0,False,False
2000-09-03,Uruguay,Ecuador,Uruguay,Federico Magallanes,15.0,False,False
2011-09-06,Latvia,Greece,Latvia,Aleksandrs Cauņa,19.0,False,False
2001-04-11,Samoa,Fiji,Fiji,Manoa Masi,21.0,False,False
1998-02-12,Angola,Namibia,Angola,Lázaro Oliveira,46.0,False,False
2016-09-06,Gibraltar,Greece,Greece,Scott Wiseman,44.0,True,False
1949-04-17,Brazil,Colombia,Brazil,Millón Medeiros,24.0,False,True
2015-06-20,Argentina,Jamaica,Argentina,Gonzalo Higuaín,10.0,False,False
1987-07-02,Argentina,Ecuador,Argentina,Diego Maradona,67.0,False,True
2009-03-29,Ecuador,Brazil,Brazil,Júlio Baptista,72.0,False,False
2004-09-04,Northern Ireland,Poland,Poland,Jacek Krzynówek,56.0,False,False
2012-06-06,Solomon Islands,New Zealand,Solomon Islands,Benjamin Totori,56.0,False,False
2011-07-09,Brazil,Paraguay,Brazil,Fred,89.0,False,False
1989-03-12,Australia,New Zealand,Australia,Graham Arnold,42.0,False,False
1997-10-11,Czech Republic,Slovakia,Czech Republic,Horst Siegl,70.0,False,False
2022-03-29,Algeria,Cameroon,Algeria,Ahmed Touba,118.0,False,False
1976-10-16,Luxembourg,Italy,Luxembourg,Nico Braun,86.0,False,False
2019-09-06,San Marino,Belgium,Belgium,Michy Batshuayi,90.0,False,False
1997-02-12,England,Italy,Italy,Gianfranco Zola,19.0,False,False
1981-06-24,Sweden,Portugal,Sweden,Gabriel Mendes,55.0,True,False
2011-01-14,Australia,South Korea,Australia,Mile Jedinak,62.0,False,False
2004-06-04,Fiji,Solomon Islands,Fiji,Veresa Toma,21.0,False,False
1970-02-07,DR Congo,Ghana,Ghana,Kwasi Owusu,29.0,False,False
2007-07-02,Argentina,Colombia,Colombia,Edixon Perea,10.0,False,False
2007-10-28,Hong Kong,Timor-Leste,Hong Kong,Lam Ka Wai,83.0,False,False
2021-09-02,Hungary,England,England,Raheem Sterling,55.0,False,False
1997-11-16,United States,El Salvador,United States,Preki,82.0,False,False
2007-06-13,Cuba,Honduras,Honduras,Carlos Pavón,12.0,False,False
1974-03-09,Congo,Zambia,Zambia,Bernard Chanda,111.0,False,False
2015-09-03,Qatar,Bhutan,Qatar,Boualem Khoukhi,70.0,False,False
1955-03-09,Paraguay,Uruguay,Uruguay,Julio Abbadie,5.0,False,False
2001-04-14,Brunei,United Arab Emirates,United Arab Emirates,Yaser Salem Ali,67.0,False,False
1996-10-09,Norway,Hungary,Norway,Kjetil Rekdal,89.0,False,False
2003-06-22,France,New Zealand,France,Djibril Cissé,71.0,False,False
1965-11-01,Italy,Poland,Italy,Paolo Barison,65.0,False,False
2001-03-25,Mexico,Jamaica,Mexico,Jared Borgetti,88.0,False,False
1995-10-11,Romania,France,France,Youri Djorkaeff,41.0,False,False
2017-08-31,Portugal,Faroe Islands,Portugal,Cristiano Ronaldo,65.0,False,False
1957-10-06,Bolivia,Argentina,Bolivia,Ausberto García,75.0,False,False
2009-08-12,Mexico,United States,United States,Charlie Davies,9.0,False,False
1982-12-15,Yugoslavia,Wales,Wales,Joey Jones,70.0,False,False
2003-06-07,Belarus,Netherlands,Netherlands,Marc Overmars,61.0,False,False
1993-04-28,Portugal,Scotland,Portugal,Rui Barros,5.0,False,False
1995-10-11,Slovakia,Poland,Slovakia,Marek Ujlaky,77.0,False,False
1996-12-07,United Arab Emirates,Kuwait,United Arab Emirates,Adnan Al Talyani,55.0,False,False
1975-09-03,Northern Ireland,Sweden,Sweden,Thomas Sjöberg,44.0,False,False
2004-10-09,Cyprus,Faroe Islands,Faroe Islands,Rógvi Jacobsen,43.0,False,False
1976-02-28,Germany,Malta,Germany,Bernd Hölzenbein,87.0,False,False
1992-11-28,Honduras,Saint Vincent and the Grenadines,Honduras,César Obando,24.0,False,False
1996-06-02,Uruguay,Paraguay,Paraguay,Arístides Rojas,88.0,False,False
1969-05-17,Scotland,Cyprus,Scotland,Eddie Gray,15.0,False,False
1993-05-30,Jordan,Pakistan,Jordan,Mohammad Muharam,8.0,False,False
2004-10-13,Canada,Costa Rica,Costa Rica,William Sunsing,81.0,False,False
1993-09-08,Scotland,Switzerland,Scotland,John Collins,50.0,False,False
1993-06-16,Iraq,Yemen,Iraq,Naeem Saddam,46.0,False,False
1984-11-13,Tunisia,Benin,Tunisia,Bassam Jeridi,5.0,False,False
1998-10-14,Moldova,Germany,Germany,Oliver Bierhoff,38.0,False,False
1997-09-20,Kazakhstan,Uzbekistan,Uzbekistan,Oleg Shatskikh,85.0,False,False
1999-07-27,Mexico,Egypt,Mexico,Pável Pardo,15.0,False,False
2017-01-23,Zimbabwe,Tunisia,Zimbabwe,Tendai Ndoro,58.0,False,False
2013-10-15,Serbia,North Macedonia,North Macedonia,Adis Jahović,83.0,False,False
1980-12-12,Algeria,Sudan,Algeria,Ali Fergani,45.0,False,False
1996-11-10,Cyprus,Israel,Cyprus,Siniša Gogić,15.0,False,True
2021-09-02,Lithuania,Northern Ireland,Lithuania,Rolandas Baravykas,55.0,False,False
2009-09-09,Norway,North Macedonia,North Macedonia,Boban Grnčarov,79.0,False,False
2017-09-03,Greece,Belgium,Belgium,Romelu Lukaku,74.0,False,False
1962-05-31,Russia,Yugoslavia,Russia,Viktor Ponedelnik,83.0,False,False
2016-10-07,Belgium,Bosnia and Herzegovina,Belgium,Romelu Lukaku,79.0,False,False
2010-10-08,Hungary,San Marino,Hungary,Balázs Dzsudzsák,89.0,False,False
2007-09-08,England,Israel,England,Shaun Wright-Phillips,20.0,False,False
1996-06-09,Denmark,Portugal,Denmark,Brian Laudrup,22.0,False,False
2001-09-07,Iraq,Iran,Iran,Ali Karimi,30.0,False,False
1983-04-16,Czechoslovakia,Cyprus,Czechoslovakia,Ladislav Vízek,48.0,False,False
2008-06-22,Cuba,Antigua and Barbuda,Cuba,Roberto Linares,45.0,False,False
2010-09-03,San Marino,Netherlands,Netherlands,Klaas-Jan Huntelaar,66.0,False,False
2010-06-24,Denmark,Japan,Japan,Shinji Okazaki,87.0,False,False
2015-01-11,United Arab Emirates,Qatar,United Arab Emirates,Ahmed Khalil,37.0,False,False
2016-06-04,Fiji,Vanuatu,Vanuatu,Fenedy Masauvakalo,41.0,False,False
2007-03-28,Romania,Luxembourg,Romania,Ciprian Marica,90.0,False,False
2016-03-29,Australia,Jordan,Australia,Tim Cahill,44.0,False,False
2008-06-21,Burkina Faso,Seychelles,Burkina Faso,Yssouf Koné,89.0,False,False
1977-03-26,Peru,Chile,Peru,Juan Carlos Oblitas,54.0,False,False
1959-03-30,Argentina,Uruguay,Argentina,Rubén Héctor Sosa,80.0,False,False
2004-10-13,Iraq,Uzbekistan,Iraq,Qusay Munir,29.0,False,False
2009-09-09,Brazil,Chile,Brazil,Nilmar,76.0,False,False
1999-09-04,Albania,Latvia,Latvia,Andrejs Štolcers,70.0,False,False
2008-06-15,Belize,Mexico,Mexico,Carlos Vela,66.0,False,False
1963-03-20,Argentina,Ecuador,Argentina,Raúl Armando Savoy,53.0,False,False
2014-10-09,England,San Marino,England,Danny Welbeck,49.0,False,False
2015-09-03,Iraq,Taiwan,Iraq,Younis Mahmoud,88.0,False,False
1973-01-17,Greece,Spain,Spain,Rubén Óscar Valdez,86.0,False,False
2021-06-04,Maldives,Syria,Syria,Mahmoud Al-Mawas,71.0,False,True
2016-11-12,Turkey,Kosovo,Turkey,Volkan Şen,55.0,False,False
1996-01-15,Sierra Leone,Burkina Faso,Sierra Leone,Gbassay Sessay,11.0,False,False
1984-12-09,India,China PR,China PR,Gu Guangming,59.0,False,False
1997-09-10,San Marino,Turkey,Turkey,Arif Erdem,81.0,False,False
2019-10-10,Belgium,San Marino,Belgium,Yari Verschaeren,84.0,False,True
1976-04-24,Spain,Germany,Spain,Santillana,21.0,False,False
2013-03-24,Ghana,Sudan,Ghana,Mubarak Wakaso,38.0,False,False
1953-03-28,Peru,Uruguay,Uruguay,Donald Peláez,67.0,False,False
2017-10-09,Israel,Spain,Spain,Asier Illarramendi,76.0,False,False
1961-10-29,Czechoslovakia,Republic of Ireland,Czechoslovakia,Andrej Kvašňák,9.0,False,False
1959-12-22,Paraguay,Uruguay,Paraguay,Silvio Parodi,32.0,False,False
1988-06-03,Libya,Burkina Faso,Libya,Ezzewdin Bezan,8.0,False,False
2000-10-07,Italy,Romania,Italy,Filippo Inzaghi,13.0,False,False
2017-10-08,Germany,Azerbaijan,Azerbaijan,Ramil Sheydayev,34.0,False,False
2004-11-17,Qatar,Jordan,Qatar,Nayef Mubarak Al Khater,75.0,False,False
1927-11-06,Bolivia,Uruguay,Uruguay,Juan Arremón,43.0,False,False
1957-08-15,Finland,Russia,Russia,Nikita Simonyan,13.0,False,False
1963-03-31,Argentina,Paraguay,Paraguay,César Cabrera,33.0,False,False
1997-06-11,Pakistan,Kazakhstan,Kazakhstan,Vladimir Loginov,36.0,False,False
2019-03-24,Hungary,Croatia,Hungary,Ádám Szalai,34.0,False,False
2019-06-17,Japan,Chile,Chile,Erick Pulgar,41.0,False,False
2010-06-15,Brazil,North Korea,Brazil,Elano,72.0,False,False
1963-03-10,Bolivia,Ecuador,Ecuador,Enrique Raymondi,50.0,False,False
2007-10-21,Timor-Leste,Hong Kong,Hong Kong,Cheng Siu Wai,25.0,False,False
1968-05-19,Austria,Cyprus,Austria,Erich Hof,53.0,False,False
2009-06-24,Spain,United States,United States,Jozy Altidore,27.0,False,False
2002-09-07,Azerbaijan,Italy,Italy,Alessandro Del Piero,65.0,False,False
2004-03-27,Suriname,Aruba,Suriname,Marlon Felter,18.0,False,False
2004-10-09,Rwanda,Algeria,Algeria,Isâad Bourahli,14.0,False,False
1996-07-07,Bolivia,Venezuela,Bolivia,Roly Paniagua,85.0,False,False
1967-04-05,German DR,Netherlands,Netherlands,Piet Keizer,12.0,False,False
1974-10-13,Bulgaria,Greece,Greece,Mimis Papaioannou,86.0,False,False
1969-11-16,Romania,Greece,Romania,Emerich Dembrovschi,36.0,False,False
2000-10-11,Republic of Ireland,Estonia,Republic of Ireland,Mark Kinsella,25.0,False,False
2007-09-08,Netherlands,Bulgaria,Netherlands,Ruud van Nistelrooy,58.0,False,False
2011-07-17,Chile,Venezuela,Venezuela,Gabriel Cichero,80.0,False,False
1975-08-07,Colombia,Ecuador,Colombia,Ernesto Díaz,15.0,False,False
2012-01-28,Botswana,Guinea,Botswana,Dipsy Selolwane,23.0,False,True
1926-10-17,Chile,Uruguay,Uruguay,Héctor Scarone,55.0,False,False
2000-07-09,Liberia,Nigeria,Liberia,Christopher Wreh,47.0,False,False
2011-10-11,Panama,Nicaragua,Panama,Luis Tejada,27.0,False,False
1995-09-06,Spain,Cyprus,Spain,Juan Antonio Pizzi,79.0,False,False
2015-06-10,Antigua and Barbuda,Saint Lucia,Saint Lucia,Tremain Paul,26.0,False,False
1997-06-13,Mexico,Colombia,Mexico,Luis Hernández,11.0,False,False
1989-07-01,Paraguay,Peru,Peru,Juan Reynoso Guzmán,80.0,False,False
2016-09-06,Costa Rica,Panama,Costa Rica,Christian Bolaños,19.0,False,False
2009-10-10,Mexico,El Salvador,Mexico,Cuauhtémoc Blanco,71.0,False,False
1994-12-14,Moldova,Germany,Germany,Ulf Kirsten,7.0,False,False
2004-09-04,Burkina Faso,Uganda,Burkina Faso,Abdoul-Aziz Nikiema,79.0,False,False
2001-03-24,Scotland,Belgium,Belgium,Marc Wilmots,58.0,False,False
1970-06-11,Bulgaria,Morocco,Bulgaria,Dobromir Zhechev,40.0,False,False
1954-02-21,Chile,Paraguay,Chile,Ted Robledo,16.0,False,False
2001-10-06,Serbia,Luxembourg,Serbia,Savo Milošević,68.0,False,False
2011-03-29,Netherlands,Hungary,Netherlands,Dirk Kuyt,78.0,False,False
2021-10-08,Angola,Gabon,Angola,Ary Papel,56.0,False,False
1977-10-15,Italy,Finland,Italy,Roberto Bettega,29.0,False,False
1983-11-20,Germany,Albania,Germany,Gerhard Strack,79.0,False,False
2019-11-14,Turkmenistan,North Korea,North Korea,Han Kwang-song,90.0,False,False
2021-11-13,France,Kazakhstan,France,Kylian Mbappé,6.0,False,False
1993-08-01,Venezuela,Brazil,Venezuela,Juan Enrique García,84.0,False,False
2021-09-01,Norway,Netherlands,Norway,Erling Haaland,20.0,False,False
2003-11-16,Ghana,Somalia,Ghana,Asamoah Gyan,82.0,False,False
2004-05-12,Solomon Islands,Cook Islands,Solomon Islands,Alick Maemae,70.0,False,False
2012-10-12,England,San Marino,England,Wayne Rooney,70.0,False,False
2004-06-17,England,Switzerland,England,Wayne Rooney,75.0,False,False
2016-11-10,Paraguay,Peru,Peru,Christian Cueva,79.0,False,False
1979-08-22,Colombia,Venezuela,Colombia,"Alex ""Didí"" Valverde",53.0,False,False
1982-09-22,Finland,Portugal,Portugal,António Luís Alves Ribeiro Oliveira,89.0,False,False
2000-01-25,Burkina Faso,Senegal,Senegal,Pape Sarr,45.0,False,False
1973-02-11,Guinea,Morocco,Guinea,Chérif Souleymane,38.0,False,False
2015-01-26,DR Congo,Tunisia,DR Congo,Jeremy Bokila,66.0,False,False
2022-01-15,Nigeria,Sudan,Nigeria,Samuel Chukwueze,3.0,False,False
2022-01-09,Cameroon,Burkina Faso,Cameroon,Vincent Aboubakar,45.0,False,True
1980-07-19,Tanzania,Kenya,Tanzania,Peter Tino,44.0,False,False
1986-06-03,Mexico,Belgium,Belgium,Erwin Vandenbergh,45.0,False,False
2005-06-25,Germany,Brazil,Brazil,Ronaldinho,43.0,False,True
2001-04-24,Chile,Uruguay,Uruguay,Ítalo Díaz,12.0,True,False
2008-09-10,Andorra,Belarus,Belarus,Dmitry Verkhovtsov,37.0,False,False
1992-05-25,Suriname,Guyana,Suriname,Eric Godlieb,2.0,False,False
1950-06-25,Italy,Sweden,Sweden,Hasse Jeppson,68.0,False,False
2015-11-13,Angola,South Africa,South Africa,Tokelo Rantie,13.0,False,False
1973-09-12,Norway,Netherlands,Norway,Harry Hestad,77.0,False,False
2001-07-13,Egypt,Namibia,Egypt,Abdul-Hamid Bassiouny,43.0,False,False
1958-06-15,Hungary,Mexico,Hungary,Károly Sándor,54.0,False,False
2000-09-02,Honduras,El Salvador,Honduras,Carlos Pavón,20.0,False,False
2021-07-15,United States,Martinique,United States,Gyasi Zardes,70.0,False,False
2015-03-27,Slovenia,San Marino,Slovenia,Andraž Struna,50.0,False,False
2005-06-18,Gabon,Rwanda,Gabon,Dieudonné Londo,55.0,False,False
1954-06-19,Scotland,Uruguay,Uruguay,Carlos Borges,47.0,False,False
1991-11-13,Austria,Yugoslavia,Yugoslavia,Dejan Savićević,38.0,False,False
2001-04-21,Burkina Faso,Malawi,Burkina Faso,Romeo Kambou,32.0,False,False
2021-06-14,Paraguay,Bolivia,Paraguay,Ángel Romero,80.0,False,False
2021-09-01,Kazakhstan,Ukraine,Ukraine,Roman Yaremchuk,2.0,False,False
1996-06-23,Cuba,Haiti,Haiti,Rosemond Pierre,84.0,False,False
2021-09-07,Netherlands,Turkey,Netherlands,Memphis Depay,38.0,False,True
2005-09-07,Belgium,San Marino,Belgium,Mbo Mpenza,71.0,False,False
1997-08-20,Belarus,Sweden,Sweden,Pär Zetterberg,84.0,False,False
1988-10-19,Scotland,Yugoslavia,Yugoslavia,Srečko Katanec,37.0,False,False
1973-05-06,Albania,Romania,Romania,Florea Dumitrache,57.0,False,True
1964-05-24,Netherlands,Albania,Netherlands,Daan Schrijvers,48.0,False,True
2000-06-03,Paraguay,Ecuador,Paraguay,Hugo Brizuela,42.0,False,False
2007-10-15,Macau,Thailand,Thailand,Datsakorn Thonglao,48.0,False,False
1993-06-02,Scotland,Estonia,Scotland,Pat Nevin,27.0,False,False
2000-10-11,Belarus,Armenia,Armenia,Felix Khojoyan,50.0,False,False
2010-09-07,Republic of Ireland,Andorra,Republic of Ireland,Robbie Keane,54.0,False,False
1985-03-23,Thailand,Bangladesh,Thailand,Vitoon Kijmongkolsak,,False,False
1993-10-22,Iran,Iraq,Iraq,Alaa Kadhim,38.0,False,False
2016-03-29,Argentina,Bolivia,Argentina,Lionel Messi,30.0,False,True
2000-07-18,Paraguay,Brazil,Paraguay,Jorge Luis Campos,83.0,False,False
1997-10-29,Russia,Italy,Italy,Christian Vieri,49.0,False,False
1972-05-19,Thailand,Cambodia,Cambodia,Tol Kimchi,49.0,False,False
1979-07-26,Bolivia,Brazil,Bolivia,Carlos Aragonés,73.0,False,False
1983-09-11,Chile,Uruguay,Chile,Rodolfo Dubó,9.0,False,False
2009-06-06,United States,Honduras,United States,Carlos Bocanegra,68.0,False,False
2015-01-11,United Arab Emirates,Qatar,United Arab Emirates,Ali Mabkhout,90.0,False,False
2009-09-05,Honduras,Trinidad and Tobago,Honduras,Carlos Pavón,20.0,False,False
2012-06-08,Mexico,Guyana,Mexico,J. P. Rodrigues,51.0,True,False
1976-10-16,Luxembourg,Italy,Italy,Roberto Bettega,44.0,False,False
1938-06-05,Brazil,Poland,Poland,Ernst Wilimowski,53.0,False,False
2001-05-28,Thailand,Pakistan,Thailand,Kiatisuk Senamuang,51.0,False,False
2019-06-07,Montenegro,Kosovo,Montenegro,Stefan Mugoša,69.0,False,False
2021-10-07,China PR,Vietnam,Vietnam,Nguyễn Tiến Linh,90.0,False,False
2017-06-19,Australia,Germany,Germany,Julian Draxler,44.0,False,True
2003-04-02,Czech Republic,Austria,Czech Republic,Marek Jankulovski,56.0,False,True
1976-02-28,Germany,Malta,Germany,Erich Beer,41.0,False,True
1959-03-21,Bolivia,Brazil,Bolivia,Ricardo Alcón,12.0,False,False
2008-09-06,Cuba,United States,United States,Clint Dempsey,40.0,False,False
2001-08-31,Saudi Arabia,Iraq,Saudi Arabia,Obeid Al-Dosari,45.0,False,False
1994-10-12,Israel,Slovakia,Israel,Ronen Harazi,23.0,False,False
2003-06-11,Luxembourg,Denmark,Denmark,Claus Jensen,2.0,False,False
1973-09-26,Switzerland,Luxembourg,Switzerland,Rolf Blättler,2.0,False,False
2004-09-08,North Korea,Thailand,North Korea,An Yong-hak,49.0,False,False
1972-10-29,Ivory Coast,Sierra Leone,Ivory Coast,Noël Kouamé,42.0,False,False
1975-06-04,Sweden,Yugoslavia,Yugoslavia,Josip Katalinski,41.0,False,False
2004-11-17,Panama,El Salvador,Panama,Felipe Baloy,7.0,False,False
1959-05-29,Egypt,Sudan,Sudan,Siddiq Manzul,65.0,False,False
2011-10-07,Wales,Switzerland,Wales,Aaron Ramsey,60.0,False,True
1994-11-16,Georgia,Wales,Georgia,Gocha Gogrichiani,59.0,False,False
2008-06-02,Thailand,Bahrain,Bahrain,Ismail Abdullatif,34.0,False,False
1993-09-12,Venezuela,Ecuador,Ecuador,Byron Tenorio,5.0,False,False
2019-09-07,Kosovo,Czech Republic,Kosovo,Vedat Muriqi,20.0,False,False
1993-06-25,Iran,Taiwan,Iran,Ali Daei,43.0,False,False
1973-02-25,Morocco,Guinea,Morocco,Ahmed Faras,68.0,False,False
2006-06-13,South Korea,Togo,South Korea,Lee Chun-soo,54.0,False,False
1977-04-30,Austria,Malta,Austria,Hans Krankl,53.0,False,False
1961-04-30,Netherlands,Hungary,Hungary,Máté Fenyvesi,22.0,False,False
2004-10-09,Solomon Islands,Australia,Australia,Brett Emerton,43.0,False,False
1934-06-07,Austria,Germany,Germany,Ernst Lehner,1.0,False,False
2021-10-11,Croatia,Slovakia,Croatia,Luka Modrić,71.0,False,False
2007-11-24,Serbia,Kazakhstan,Serbia,Sergei Ostapenko,79.0,True,False
2000-02-19,Honduras,Peru,Honduras,Carlos Pavón,67.0,False,True
1998-09-28,Australia,Cook Islands,Australia,Paul Trimboli,12.0,False,False
2015-09-08,Aruba,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Tevin Slater,84.0,False,False
2008-02-04,Tunisia,Cameroon,Cameroon,Stéphane Mbia,93.0,False,False
2017-10-10,Uruguay,Bolivia,Uruguay,Martín Cáceres,39.0,False,False
2017-01-18,Cameroon,Guinea-Bissau,Cameroon,Sébastien Siani,61.0,False,False
1980-03-26,Scotland,Portugal,Scotland,Archie Gemmill,83.0,False,True
2019-09-10,Indonesia,Thailand,Thailand,Supachok Sarachat,71.0,False,False
1982-06-24,Algeria,Chile,Algeria,Salah Assad,31.0,False,False
1984-12-08,France,German DR,France,Yannick Stopyra,32.0,False,False
2011-09-06,Luxembourg,Albania,Albania,Erjon Bogdani,64.0,False,False
1977-07-14,Brazil,Bolivia,Brazil,Zico,27.0,False,True
1982-12-15,England,Luxembourg,England,Steve Coppell,22.0,False,False
2011-09-02,Canada,Saint Lucia,Canada,Josh Simpson,6.0,False,False
1997-03-29,Romania,Liechtenstein,Romania,Gheorghe Popescu,30.0,False,False
2004-07-18,Paraguay,Uruguay,Paraguay,Carlos Gamarra,15.0,False,False
1985-06-16,Argentina,Colombia,Argentina,Jorge Valdano,25.0,False,False
1960-10-16,Taiwan,Vietnam Republic,Taiwan,Luk Man Wai,51.0,False,False
1982-07-11,Italy,Germany,Italy,Alessandro Altobelli,81.0,False,False
1994-06-28,Russia,Cameroon,Russia,Oleg Salenko,41.0,False,False
2014-06-22,United States,Portugal,Portugal,Nani,5.0,False,False
1996-06-16,Guinea,Guinea-Bissau,Guinea,Tibou Bangoura,61.0,False,False
1965-01-24,Portugal,Turkey,Portugal,Eusébio,63.0,False,False
1974-10-13,Luxembourg,Hungary,Hungary,László Nagy,55.0,False,False
2011-10-11,Norway,Cyprus,Cyprus,Ioannis Okkas,42.0,False,False
1957-03-21,Brazil,Ecuador,Brazil,Joel Antônio Martins,68.0,False,False
2009-10-10,Colombia,Chile,Chile,Fabián Orellana,78.0,False,False
2000-06-18,Angola,Zambia,Angola,Akwá,76.0,False,False
1999-10-09,Slovenia,Greece,Greece,Vassilios Tsiartas,39.0,False,False
1930-07-26,Argentina,United States,United States,Jim Brown,89.0,False,False
2003-04-02,Croatia,Andorra,Croatia,Milan Rapaić,10.0,False,True
1991-12-21,Italy,Cyprus,Italy,Gianluca Vialli,28.0,False,False
1998-06-11,Italy,Chile,Chile,Marcelo Salas,45.0,False,False
2008-10-11,Poland,Czech Republic,Poland,Paweł Brożek,27.0,False,False
2004-11-17,Belgium,Serbia,Serbia,Zvonimir Vukić,8.0,False,False
1993-06-07,India,Bahrain,Bahrain,Khamis Mubarak,20.0,False,False
1998-09-28,Australia,Cook Islands,Australia,Paul Trimboli,63.0,False,False
2001-04-09,Australia,Tonga,Australia,Con Boutsianis,87.0,False,False
2004-02-04,Morocco,South Africa,South Africa,Patrick Mayo,29.0,False,False
2021-10-12,Oman,Vietnam,Oman,Mohsin Al-Khaldi,49.0,False,False
2019-09-05,Gibraltar,Denmark,Denmark,Christian Gytkjær,78.0,False,False
2021-09-05,Belgium,Czech Republic,Belgium,Romelu Lukaku,8.0,False,False
2002-09-07,Bosnia and Herzegovina,Romania,Romania,Cristian Chivu,7.0,False,False
2015-10-12,Ukraine,Spain,Spain,Mario Gaspar Pérez,22.0,False,False
2005-09-03,Australia,Solomon Islands,Australia,Jason Culina,20.0,False,False
