date,home_team,away_team,team,scorer,minute,own_goal,penalty
1957-08-15,Finland,Russia,Russia,Anatoli Ilyin,60.0,False,False
1964-10-04,Luxembourg,France,France,Marcel Artelesa,80.0,False,False
2021-07-16,Suriname,Costa Rica,Suriname,Gleofilo Vlijter,52.0,False,False
1949-12-11,France,Yugoslavia,Yugoslavia,Prvoslav Mihajlović,12.0,False,False
1976-03-28,Mauritania,Burkina Faso,Burkina Faso,Kouligo Zoma,32.0,False,False
2021-11-16,Nigeria,Cape Verde,Nigeria,Victor Osimhen,1.0,False,False
1983-06-01,Denmark,Hungary,Hungary,Tibor Nyilasi,29.0,False,False
2005-06-05,Brazil,Paraguay,Brazil,Ronaldinho,41.0,False,True
2002-06-13,Turkey,China PR,Turkey,Hasan Şaş,6.0,False,False
1997-05-24,Singapore,Lebanon,Lebanon,Abdulfattah Shehab,35.0,False,False
2022-11-23,Spain,Costa Rica,Spain,Gavi,74.0,False,False
2010-09-03,Liechtenstein,Spain,Spain,David Villa,26.0,False,False
1989-07-02,North Korea,Hong Kong,Hong Kong,Tim Bredbury,23.0,False,False
2006-02-07,Nigeria,Ivory Coast,Ivory Coast,Didier Drogba,47.0,False,False
1979-11-21,Portugal,Austria,Austria,Walter Schachner,51.0,False,False
1992-12-19,Gabon,Senegal,Senegal,Papa Yakhya Lette,34.0,False,False
1992-03-29,Saint Vincent and the Grenadines,Saint Lucia,Saint Vincent and the Grenadines,Alphonsus Brown,66.0,False,False
1974-06-23,Bulgaria,Netherlands,Netherlands,Johan Neeskens,5.0,False,True
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Juninho Bacuna,1.0,False,False
1999-10-09,Portugal,Hungary,Portugal,João Vieira Pinto,16.0,False,False
1985-06-16,Peru,Venezuela,Peru,Jorge Hirano,80.0,False,False
1995-10-11,Slovakia,Poland,Slovakia,Július Šimon,82.0,False,False
1970-06-02,Israel,Uruguay,Uruguay,Juan Mujica,50.0,False,False
1960-07-06,France,Yugoslavia,France,Maryan Wisniewski,53.0,False,False
2007-09-12,Kazakhstan,Belgium,Kazakhstan,Samat Smakov,77.0,False,True
1956-09-12,Israel,Vietnam Republic,Israel,Nahum Stelmach,27.0,False,False
1985-08-11,Japan,Hong Kong,Japan,Kazushi Kimura,9.0,False,False
1993-10-28,Iraq,Japan,Japan,Masashi Nakayama,69.0,False,False
2010-10-08,Austria,Azerbaijan,Austria,Marko Arnautović,90.0,False,False
1997-03-09,Thailand,Hong Kong,Thailand,Krissada Piandit,23.0,False,False
1994-06-18,Italy,Republic of Ireland,Republic of Ireland,Ray Houghton,11.0,False,False
2014-10-09,North Macedonia,Luxembourg,Luxembourg,David Turpel,44.0,False,False
2001-09-07,Iraq,Iran,Iran,Ali Daei,84.0,False,False
2000-06-18,Norway,Serbia,Serbia,Savo Milošević,8.0,False,False
1999-06-09,Estonia,Lithuania,Lithuania,Tomas Ramelis,52.0,False,False
1968-09-04,Netherlands,Luxembourg,Netherlands,Wim Jansen,22.0,False,False
2014-06-14,Colombia,Greece,Colombia,Teófilo Gutiérrez,58.0,False,False
1959-04-05,Republic of Ireland,Czechoslovakia,Republic of Ireland,Noel Cantwell,42.0,False,True
2009-09-09,Norway,North Macedonia,Norway,Thorstein Helstad,2.0,False,False
2008-06-21,Nigeria,Equatorial Guinea,Nigeria,Ikechukwu Uche,84.0,False,False
1993-09-12,Uruguay,Bolivia,Uruguay,Enzo Francescoli,3.0,False,True
2007-07-02,Argentina,Colombia,Argentina,Diego Milito,90.0,False,False
1972-02-16,Northern Ireland,Spain,Northern Ireland,Sammy Morgan,71.0,False,False
1958-12-03,Greece,France,Greece,Roger Marche,85.0,True,False
2002-02-07,Mali,Cameroon,Cameroon,Marc-Vivien Foé,84.0,False,False
2019-01-13,North Korea,Qatar,Qatar,Almoez Ali,9.0,False,False
1953-04-01,Brazil,Paraguay,Brazil,Baltazar,56.0,False,False
2022-02-01,Japan,Saudi Arabia,Japan,Junya Ito,50.0,False,False
2007-03-24,Poland,Azerbaijan,Poland,Przemysław Kaźmierczak,84.0,False,False
1997-10-12,Canada,Mexico,Mexico,Carlos Hermosillo,87.0,False,False
1946-01-16,Bolivia,Brazil,Brazil,Heleno de Freitas,78.0,False,False
2002-06-29,South Korea,Turkey,Turkey,İlhan Mansız,13.0,False,False
1999-10-09,Estonia,Bosnia and Herzegovina,Bosnia and Herzegovina,Elvir Baljić,57.0,False,False
1960-09-11,Costa Rica,Honduras,Costa Rica,Rubén Jiménez,34.0,False,False
1993-06-05,South Korea,Hong Kong,South Korea,Noh Jung-yoon,85.0,False,False
1989-01-13,Kuwait,United Arab Emirates,Kuwait,Salah Al-Hasawi,84.0,False,False
1986-06-17,Italy,France,France,Michel Platini,15.0,False,False
1969-03-26,Netherlands,Luxembourg,Netherlands,Dick van Dijk,35.0,False,False
2000-06-23,Solomon Islands,Australia,Australia,Clayton Zane,13.0,False,False
2021-10-09,Senegal,Namibia,Senegal,Keita Baldé,83.0,False,False
1977-01-07,Saudi Arabia,Iran,Iran,Gholam Hossein Mazloumi,78.0,False,False
2008-02-04,Tunisia,Cameroon,Cameroon,Geremi Njitap,27.0,False,False
2011-10-11,Moldova,San Marino,Moldova,Gheorghe Andronic,87.0,False,False
1957-10-27,German DR,Czechoslovakia,Czechoslovakia,Ladislav Novák,43.0,False,False
2013-03-26,Denmark,Bulgaria,Denmark,Daniel Agger,63.0,False,True
1992-09-09,Wales,Faroe Islands,Wales,Ian Rush,64.0,False,False
2005-07-16,Honduras,Costa Rica,Honduras,Milton Núñez,30.0,False,False
2016-11-11,San Marino,Germany,Germany,Mattia Stefanelli,82.0,True,False
2004-06-04,Fiji,Solomon Islands,Fiji,Veresa Toma,21.0,False,False
2021-09-07,South Korea,Lebanon,South Korea,Kwon Chang-hoon,59.0,False,False
1957-06-22,Canada,United States,United States,Harry Keough,35.0,False,True
2018-06-27,Serbia,Brazil,Brazil,Paulinho,36.0,False,False
2004-09-04,Italy,Norway,Italy,Daniele De Rossi,4.0,False,False
2000-10-11,Denmark,Bulgaria,Denmark,Ebbe Sand,72.0,False,False
2013-03-26,Egypt,Zimbabwe,Zimbabwe,Knowledge Musona,74.0,False,False
1990-12-19,Malta,Netherlands,Netherlands,Dennis Bergkamp,66.0,False,False
1971-11-24,Spain,Cyprus,Spain,José Francisco Rojo,75.0,False,False
1973-05-20,Vietnam Republic,Japan,Japan,Kunishige Kamamoto,6.0,False,False
1976-03-11,Morocco,Nigeria,Nigeria,Baba Otu Mohammed,57.0,False,False
1974-10-30,Sweden,Northern Ireland,Northern Ireland,Chris Nicholl,7.0,False,False
1980-07-06,Lesotho,Guinea,Guinea,Amara Touré,33.0,False,False
1985-08-28,Romania,Finland,Romania,Gheorghe Hagi,7.0,False,False
1996-01-18,Algeria,Sierra Leone,Algeria,Ali Meçabih,41.0,False,False
2001-02-21,Kyrgyzstan,Bahrain,Bahrain,Mohamed Salmeen,23.0,False,False
2017-07-02,Portugal,Mexico,Portugal,Pepe,90.0,False,False
1959-12-13,France,Austria,France,Jean Vincent,82.0,False,False
2001-04-14,Iraq,Nepal,Iraq,Ahmad Kadhim,65.0,False,False
1975-07-27,Bolivia,Peru,Peru,Oswaldo Ramírez,17.0,False,False
1969-11-16,Turkey,Russia,Russia,Kakhi Asatiani,60.0,False,False
1998-06-28,Nigeria,Denmark,Denmark,Brian Laudrup,12.0,False,False
2012-09-07,Bulgaria,Italy,Bulgaria,Georgi Milanov,66.0,False,False
1991-02-20,Portugal,Malta,Portugal,Vítor Paneira,41.0,False,True
2015-10-13,Jordan,Tajikistan,Jordan,Hassan Abdel-Fattah,67.0,False,False
1975-02-23,Malta,Greece,Malta,Richard Aquilina,33.0,False,False
1982-06-05,Malta,Iceland,Iceland,Marteinn Geirsson,51.0,False,True
2001-04-09,Australia,Tonga,Australia,Kevin Muscat,82.0,False,False
2015-11-17,Panama,Costa Rica,Costa Rica,Bryan Ruiz,66.0,False,False
1998-10-14,Switzerland,Denmark,Switzerland,Stéphane Chapuisat,58.0,False,False
2009-09-05,Cyprus,Republic of Ireland,Republic of Ireland,Kevin Doyle,5.0,False,False
2015-09-04,Canada,Belize,Canada,Tosaint Ricketts,63.0,False,False
2001-03-11,Egypt,Algeria,Algeria,Ali Meçabih,37.0,False,False
1970-02-06,Cameroon,Ivory Coast,Cameroon,Emmanuel Koum,66.0,False,False
2014-10-10,Latvia,Iceland,Iceland,Aron Gunnarsson,77.0,False,False
1991-03-27,Yugoslavia,Northern Ireland,Northern Ireland,Colin Hill,44.0,False,False
2015-06-14,Guyana,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Myron Samuel,16.0,False,False
2016-03-24,Ecuador,Paraguay,Paraguay,Darío Lezcano,38.0,False,False
1996-12-15,Argentina,Chile,Argentina,Gabriel Batistuta,76.0,False,True
1957-07-06,United States,Canada,Canada,Brian Philley,9.0,False,False
1985-03-10,Uruguay,Ecuador,Uruguay,Carlos Aguilera,32.0,False,False
2011-09-02,United Arab Emirates,Kuwait,Kuwait,Yousef Nasser,65.0,False,False
2021-03-24,Slovenia,Croatia,Slovenia,Sandi Lovrić,15.0,False,False
2013-01-27,Cape Verde,Angola,Cape Verde,Héldon Ramos,90.0,False,False
1938-06-12,France,Italy,Italy,Gino Colaussi,9.0,False,False
2010-10-08,Hungary,San Marino,Hungary,Balázs Dzsudzsák,89.0,False,False
1950-04-09,Portugal,Spain,Spain,Telmo Zarra,24.0,False,False
1981-04-24,South Korea,Thailand,South Korea,Oh Seok-Jae,68.0,False,False
2015-09-04,Gibraltar,Republic of Ireland,Republic of Ireland,Shane Long,79.0,False,False
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Duckens Nazon,27.0,False,False
1996-09-24,Sri Lanka,India,India,Carlton Chapman,39.0,False,False
1999-07-01,Argentina,Ecuador,Argentina,Martín Palermo,61.0,False,False
2004-02-18,United States Virgin Islands,Saint Kitts and Nevis,Saint Kitts and Nevis,Ian Lake,50.0,False,False
2009-09-05,Spain,Belgium,Spain,Gerard Piqué,50.0,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Peter Sharne,,False,False
2000-03-18,Grenada,Barbados,Barbados,Llewellyn Riley,98.0,False,False
1981-03-24,Saudi Arabia,Syria,Saudi Arabia,Saud Jassem,,False,False
2001-04-23,Uzbekistan,Taiwan,Uzbekistan,Jafar Irismetov,74.0,False,False
2001-04-23,Uzbekistan,Taiwan,Uzbekistan,Vladimir Maminov,35.0,False,False
2022-03-27,United States,Panama,Panama,Aníbal Godoy,86.0,False,False
2004-11-17,Turkey,Ukraine,Ukraine,Andriy Shevchenko,17.0,False,False
1947-12-25,Ecuador,Argentina,Argentina,José Manuel Moreno,30.0,False,False
2013-11-19,France,Ukraine,France,Karim Benzema,34.0,False,False
2003-07-12,United States,El Salvador,United States,Brian McBride,76.0,False,False
2019-03-26,Norway,Sweden,Norway,Bjørn Maars Johnsen,41.0,False,False
2001-11-14,Paraguay,Colombia,Colombia,Víctor Aristizábal,24.0,False,False
1950-07-09,Brazil,Sweden,Brazil,Chico,39.0,False,False
2009-04-01,Italy,Republic of Ireland,Republic of Ireland,Robbie Keane,87.0,False,False
1972-02-24,Mali,Togo,Mali,Fantamady Keita,46.0,False,False
1981-11-15,Poland,Malta,Poland,Dariusz Dziekanowski,80.0,False,False
1993-07-18,Costa Rica,Martinique,Martinique,Thierry Tinmar,59.0,False,True
1980-11-19,Republic of Ireland,Cyprus,Republic of Ireland,Frank Stapleton,46.0,False,False
1985-11-06,France,Yugoslavia,France,Michel Platini,71.0,False,False
2014-06-30,Germany,Algeria,Algeria,Abdelmoumene Djabou,120.0,False,False
2019-10-12,Faroe Islands,Romania,Romania,George Pușcaș,74.0,False,False
2009-10-10,Republic of Ireland,Italy,Republic of Ireland,Sean St Ledger,87.0,False,False
2009-09-05,Ivory Coast,Burkina Faso,Ivory Coast,Saïdou Panandétiguiri,12.0,True,False
1996-07-07,Bolivia,Venezuela,Bolivia,Milton Coimbra,67.0,False,False
2015-11-12,South Korea,Myanmar,South Korea,Koo Ja-cheol,30.0,False,False
1996-09-15,Jamaica,Honduras,Jamaica,Walter Boyd,53.0,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Mohamed Ahmed,37.0,False,False
1997-03-29,Scotland,Estonia,Scotland,Janek Meet,52.0,True,False
1977-09-07,Norway,Sweden,Norway,Rune Ottesen,34.0,False,False
1980-02-25,Fiji,Solomon Islands,Fiji,,,False,False
1969-10-15,Russia,Turkey,Russia,Givi Nodia,62.0,False,False
2013-03-26,Wales,Croatia,Croatia,Eduardo da Silva,87.0,False,False
2007-11-17,Scotland,Italy,Italy,Luca Toni,2.0,False,False
2015-11-13,Argentina,Brazil,Argentina,Ezequiel Lavezzi,34.0,False,False
2009-06-17,South Korea,Iran,South Korea,Park Ji-sung,82.0,False,False
2013-06-07,Jamaica,United States,Jamaica,Jermaine Beckford,89.0,False,False
1935-01-18,Chile,Uruguay,Chile,Carlos Giudice,54.0,False,False
2009-03-29,Ivory Coast,Malawi,Ivory Coast,Romaric,1.0,False,False
2003-11-14,Mauritania,Zimbabwe,Zimbabwe,George Mbwando,81.0,False,False
2011-07-28,India,United Arab Emirates,India,Jeje Lalpekhlua,74.0,False,False
1997-10-29,Hungary,Serbia,Serbia,Branko Brnovic,2.0,False,False
2019-06-07,Norway,Romania,Romania,Claudiu Keșerü,90.0,False,False
1998-09-06,Bulgaria,Poland,Poland,Tomasz Iwan,48.0,False,False
1992-04-26,Antigua and Barbuda,Curaçao,Antigua and Barbuda,Derrick Edwards,85.0,False,False
1993-01-31,Morocco,Benin,Morocco,Mohammed Chaouch,17.0,False,False
2015-09-03,Iran,Guam,Iran,Sardar Azmoun,41.0,False,False
2005-09-03,Slovenia,Norway,Slovenia,Anton Žlogar,83.0,False,False
1971-10-13,Northern Ireland,Russia,Northern Ireland,Jimmy Nicholson,13.0,False,False
2019-09-08,Armenia,Bosnia and Herzegovina,Armenia,Stjepan Lončar,90.0,True,False
2017-09-04,Scotland,Malta,Scotland,Christophe Berra,9.0,False,False
1987-04-01,Bulgaria,Republic of Ireland,Bulgaria,Lachezar Tanev,82.0,False,True
1997-09-26,Kuwait,Iran,Kuwait,Jasem Al-Huwaidi,20.0,False,False
2001-06-03,Bolivia,Venezuela,Bolivia,Raúl Justiniano,38.0,False,False
1925-11-29,Argentina,Paraguay,Argentina,Manuel Seoane,2.0,False,False
2007-11-21,New Caledonia,Fiji,New Caledonia,Pierre Wajoka,29.0,False,True
2001-03-24,Armenia,Wales,Armenia,Arthur Minasyan,39.0,False,False
1997-08-20,Bulgaria,Israel,Bulgaria,Lyuboslav Penev,65.0,False,False
2013-06-18,Uzbekistan,Qatar,Uzbekistan,Ulugbek Bakayev,90.0,False,False
2019-01-17,Oman,Turkmenistan,Turkmenistan,Altymyrat Annadurdyýew,41.0,False,False
1988-03-27,Cameroon,Nigeria,Cameroon,Emmanuel Kundé,55.0,False,True
1961-10-17,Northern Ireland,Greece,Northern Ireland,Jim McLaughlin,28.0,False,False
1991-05-26,Albania,Iceland,Albania,Eduard Abazi,65.0,False,False
2013-09-06,Costa Rica,United States,Costa Rica,Joel Campbell,75.0,False,False
2007-09-12,Norway,Greece,Norway,John Carew,15.0,False,False
1988-06-14,Italy,Spain,Italy,Gianluca Vialli,73.0,False,False
2015-11-12,Palestine,Malaysia,Palestine,Ahmad Abu Nahyeh,58.0,False,False
2002-10-16,Luxembourg,Romania,Romania,Viorel Moldovan,2.0,False,False
2003-06-28,Colombia,Turkey,Turkey,Okan Yılmaz,86.0,False,False
2015-09-04,Saint Vincent and the Grenadines,Aruba,Saint Vincent and the Grenadines,Oalex Anderson,90.0,False,True
1968-06-08,Italy,Yugoslavia,Italy,Angelo Domenghini,80.0,False,False
1978-11-15,Austria,Portugal,Portugal,Alberto Fonseca,90.0,False,False
2021-11-12,Moldova,Scotland,Scotland,Ché Adams,65.0,False,False
1988-11-05,Albania,Sweden,Sweden,Hans Holmqvist,68.0,False,False
2022-03-24,New Zealand,New Caledonia,New Zealand,Chris Wood,89.0,False,False
1953-03-01,Chile,Uruguay,Uruguay,Walter Morel,70.0,False,False
1980-09-27,Yugoslavia,Denmark,Denmark,Frank Arnesen,5.0,False,True
2008-06-02,Singapore,Uzbekistan,Uzbekistan,Server Djeparov,44.0,False,False
1996-06-09,Panama,Belize,Panama,Víctor René Mendieta Ocampo,88.0,False,False
2013-10-11,Colombia,Chile,Colombia,Radamel Falcao,74.0,False,True
2019-09-10,Moldova,Turkey,Turkey,Cenk Tosun,79.0,False,False
1994-09-06,Czech Republic,Malta,Czech Republic,Horst Siegl,77.0,False,False
1985-04-13,Brunei,Macau,Brunei,Ahmed Rahim,,False,False
1972-07-02,Ghana,Benin,Ghana,Clifford Odame,72.0,False,True
1958-06-15,Paraguay,Yugoslavia,Paraguay,Juan Bautista Agüero,52.0,False,False
1972-05-19,Thailand,Cambodia,Cambodia,Tol Kimchi,44.0,False,False
1991-07-10,Paraguay,Venezuela,Paraguay,Luis Monzón,87.0,False,True
2011-07-23,Oman,Myanmar,Oman,Amad Al-Hosni,21.0,False,False
2019-07-11,Madagascar,Tunisia,Tunisia,Naïm Sliti,90.0,False,False
1997-02-15,Tonga,Solomon Islands,Solomon Islands,Augustine Peli,87.0,False,False
2004-05-12,American Samoa,Vanuatu,Vanuatu,Jean Maleb,90.0,False,False
1995-06-07,Bulgaria,Germany,Germany,Jürgen Klinsmann,18.0,False,False
2015-01-31,Congo,DR Congo,DR Congo,Joël Kimwaki,81.0,False,False
2007-06-02,Azerbaijan,Poland,Poland,Jacek Krzynówek,90.0,False,False
2016-06-21,Czech Republic,Turkey,Turkey,Ozan Tufan,65.0,False,False
2012-09-11,Cyprus,Iceland,Cyprus,Constantinos Makrides,58.0,False,False
1977-10-28,Iran,Kuwait,Iran,Ghafour Jahani,48.0,False,False
2019-10-10,South Korea,Sri Lanka,South Korea,Son Heung-min,10.0,False,False
2011-07-28,Indonesia,Turkmenistan,Indonesia,Cristian Gonzáles,9.0,False,False
1996-07-07,Bolivia,Venezuela,Bolivia,Marco Etcheverry,41.0,False,True
2005-07-12,Canada,Cuba,Cuba,Alain Cervantes,90.0,False,False
2005-06-21,Germany,Argentina,Argentina,Esteban Cambiasso,74.0,False,False
1997-03-25,Oman,Nepal,Oman,Saeed Shaaban Al Busaidy,75.0,False,False
2019-09-08,Sierra Leone,Liberia,Sierra Leone,Kei Kamara,55.0,False,False
2016-07-01,Wales,Belgium,Belgium,Radja Nainggolan,13.0,False,False
1988-10-19,Scotland,Yugoslavia,Yugoslavia,Srečko Katanec,37.0,False,False
1995-06-07,Moldova,Albania,Albania,Sokol Kushta,8.0,False,False
2008-10-11,Namibia,Zimbabwe,Zimbabwe,Esrom Nyandoro,51.0,False,False
2001-05-15,Thailand,Pakistan,Thailand,Seksan Piturat,52.0,False,False
2016-10-06,Japan,Iraq,Japan,Hotaru Yamaguchi,90.0,False,False
2004-07-12,Peru,Colombia,Peru,Nolberto Solano,58.0,False,False
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Gulzhigit Alykulov,29.0,False,False
2005-10-12,Sweden,Iceland,Iceland,Kári Árnason,11.0,False,False
2003-09-06,Bulgaria,Estonia,Bulgaria,Martin Petrov,16.0,False,False
2016-11-12,Nigeria,Algeria,Nigeria,Victor Moses,90.0,False,False
2008-02-06,El Salvador,Anguilla,El Salvador,Emerson Umaña,80.0,False,False
2000-03-18,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,Leroy Francis,47.0,False,False
2022-03-30,Panama,Canada,Panama,Gabriel Torres,49.0,False,False
1955-03-23,Paraguay,Peru,Paraguay,Máximo Rolón,65.0,False,False
1934-03-11,Mexico,Cuba,Mexico,Dionisio Mejía,31.0,False,False
2015-09-08,Belarus,Luxembourg,Belarus,Mikhail Gordeichuk,34.0,False,False
2019-09-05,Romania,Spain,Romania,Florin Andone,59.0,False,False
1987-04-30,Luxembourg,Bulgaria,Bulgaria,Lachezar Tanev,62.0,False,False
1980-03-16,Algeria,Guinea,Guinea,Seydouba Bangoura,90.0,False,False
2015-10-09,Switzerland,San Marino,Switzerland,Gökhan Inler,55.0,False,True
2019-07-06,Argentina,Chile,Argentina,Sergio Agüero,12.0,False,False
2008-09-06,Trinidad and Tobago,Guatemala,Guatemala,Carlos Eduardo Gallardo,90.0,False,False
2008-09-10,Chile,Colombia,Chile,Ismael Fuentes,48.0,False,False
1995-04-26,Faroe Islands,Finland,Finland,Janne Lindberg,78.0,False,False
2000-07-19,Argentina,Ecuador,Argentina,Claudio López,49.0,False,False
1964-10-25,Albania,Netherlands,Netherlands,Hennie van Nee,2.0,False,False
1985-11-13,Republic of Ireland,Denmark,Republic of Ireland,Frank Stapleton,6.0,False,False
2019-09-10,Togo,Comoros,Togo,Kassim M'Dahoma,10.0,True,False
2007-06-27,Ecuador,Chile,Chile,Humberto Suazo,20.0,False,False
2009-07-12,Mexico,Guadeloupe,Mexico,Gerardo Torrado,42.0,False,False
1937-11-21,Germany,Sweden,Germany,Otto Siffling,57.0,False,False
2019-11-19,Belgium,Cyprus,Belgium,Christian Benteke,68.0,False,False
1983-10-09,Russia,Poland,Russia,Oleg Blokhin,62.0,False,False
2021-11-14,Zimbabwe,Ethiopia,Zimbabwe,Kudakwashe Mahachi,39.0,False,False
2009-06-10,Ecuador,Argentina,Ecuador,Walter Ayoví,72.0,False,False
2001-02-23,Libya,Togo,Togo,Komlan Amewou,30.0,False,False
2013-09-10,Georgia,Finland,Finland,Roman Eremenko,74.0,False,True
2021-03-30,Japan,Mongolia,Japan,Daichi Kamada,26.0,False,False
2015-10-12,Austria,Liechtenstein,Austria,Marc Janko,57.0,False,False
1974-06-15,Italy,Haiti,Italy,Romeo Benetti,66.0,False,False
1982-06-22,Russia,Scotland,Scotland,Joe Jordan,15.0,False,False
2004-06-15,Czech Republic,Latvia,Latvia,Māris Verpakovskis,45.0,False,False
2011-11-11,Bermuda,Barbados,Bermuda,Khano Smith,28.0,False,True
1980-10-11,Cyprus,France,France,Bernard Lacombe,4.0,False,False
2001-02-28,Costa Rica,Honduras,Costa Rica,Rolando Fonseca,70.0,False,False
2021-03-31,Moldova,Israel,Moldova,Cătălin Carp,29.0,False,False
1930-07-30,Uruguay,Argentina,Uruguay,Héctor Castro,89.0,False,False
1985-03-29,Yemen DPR,Bahrain,Bahrain,Yousif Al-Sobaei,60.0,False,False
2011-09-06,Italy,Slovenia,Italy,Giampaolo Pazzini,85.0,False,False
2021-10-11,Belarus,Czech Republic,Czech Republic,Adam Hložek,65.0,False,False
2012-06-08,Qatar,South Korea,South Korea,Lee Keun-ho,26.0,False,False
2009-03-28,Cyprus,Georgia,Cyprus,Michalis Konstantinou,33.0,False,False
1969-07-27,Bolivia,Argentina,Bolivia,Ramiro Blacut,51.0,False,False
2008-06-11,Switzerland,Turkey,Switzerland,Hakan Yakin,32.0,False,False
2021-11-11,Germany,Liechtenstein,Germany,İlkay Gündoğan,11.0,False,True
2019-06-14,Brazil,Bolivia,Brazil,Philippe Coutinho,50.0,False,True
2011-07-08,Aruba,Saint Lucia,Aruba,Maurice Escalona,48.0,False,False
2000-08-16,Trinidad and Tobago,Panama,Trinidad and Tobago,Anthony Rougier,2.0,False,False
1963-09-11,Netherlands,Luxembourg,Netherlands,Klaas Nuninga,5.0,False,False
1934-05-27,Egypt,Hungary,Hungary,Géza Toldi,61.0,False,False
2011-07-17,Belize,Montserrat,Belize,Daniel Jimenez,23.0,False,False
2017-09-01,New Zealand,Solomon Islands,Solomon Islands,Henry Fa'arodo,53.0,False,True
2001-07-13,Egypt,Namibia,Namibia,Erastus Gariseb,70.0,False,False
1967-04-23,Romania,Cyprus,Romania,Florea Martinovici,15.0,False,False
1989-01-08,DR Congo,Tunisia,DR Congo,N'Kiambi Mapuata,23.0,False,False
2004-06-27,Mexico,Dominica,Mexico,Héctor Altamirano,76.0,False,False
1986-03-07,Egypt,Senegal,Senegal,Thierno Youm,67.0,False,False
2021-11-15,Kenya,Rwanda,Kenya,Michael Olunga,2.0,False,False
2015-02-01,Ivory Coast,Algeria,Algeria,Hillal Soudani,51.0,False,False
1994-10-12,Switzerland,Sweden,Sweden,Martin Dahlin,61.0,False,False
1981-03-22,Brazil,Bolivia,Brazil,Zico,26.0,False,True
1987-03-25,Romania,Albania,Romania,Gheorghe Hagi,44.0,False,True
1966-07-23,Germany,Uruguay,Germany,Helmut Haller,83.0,False,False
2003-12-03,Maldives,Mongolia,Maldives,Ibrahim Fazeel,45.0,False,False
2022-11-21,England,Iran,England,Jude Bellingham,35.0,False,False
1966-07-23,England,Argentina,England,Geoff Hurst,78.0,False,False
2002-06-10,Tunisia,Belgium,Belgium,Marc Wilmots,13.0,False,False
1938-06-14,Brazil,Czechoslovakia,Czechoslovakia,Vlastimil Kopecký,25.0,False,False
2019-09-06,San Marino,Belgium,Belgium,Michy Batshuayi,43.0,False,True
1992-10-14,England,Norway,Norway,Kjetil Rekdal,77.0,False,False
2005-06-05,Rwanda,Nigeria,Rwanda,Jimmy Gatete,53.0,False,False
1971-02-03,Belgium,Scotland,Belgium,Ronnie McKinnon,39.0,True,False
2004-06-05,Tunisia,Botswana,Tunisia,Karim Haggui,79.0,False,False
1996-11-10,El Salvador,Panama,El Salvador,Giovanni Trigueros,88.0,False,False
1961-10-29,Czechoslovakia,Republic of Ireland,Republic of Ireland,Amby Fogarty,57.0,False,False
1992-07-04,Bermuda,Antigua and Barbuda,Antigua and Barbuda,Luke Ivor,17.0,False,False
1981-12-19,Saudi Arabia,New Zealand,New Zealand,Steve Wooddin,38.0,False,False
1980-09-20,China PR,Iran,Iran,Behtash Fariba,70.0,False,False
1981-06-06,Hungary,England,Hungary,Imre Garaba,44.0,False,False
1965-05-22,Jamaica,Costa Rica,Jamaica,Art Welch,70.0,False,False
2009-06-06,Uzbekistan,Japan,Japan,Shinji Okazaki,9.0,False,False
2001-04-07,Fiji,American Samoa,Fiji,Abinesh Samy,75.0,False,False
2014-06-19,Colombia,Ivory Coast,Ivory Coast,Gervinho,73.0,False,False
2012-01-21,Senegal,Zambia,Zambia,Emmanuel Mayuka,12.0,False,False
1990-10-31,Greece,Malta,Greece,Stefanos Borbokis,88.0,False,False
2002-06-22,Senegal,Turkey,Turkey,İlhan Mansız,94.0,False,False
2011-07-23,Singapore,Malaysia,Singapore,Aleksandar Đurić,81.0,False,False
2009-09-05,Armenia,Bosnia and Herzegovina,Bosnia and Herzegovina,Zlatan Muslimović,74.0,False,False
2001-10-06,Slovenia,Faroe Islands,Slovenia,Senad Tiganj,82.0,False,False
2005-06-04,Albania,Georgia,Georgia,Vladimir Burduli,85.0,False,False
2003-12-03,Maldives,Mongolia,Maldives,Assad Ghani,65.0,False,False
1996-09-01,Latvia,Sweden,Sweden,Martin Dahlin,16.0,False,False
1993-04-25,Mexico,Canada,Mexico,Luis Flores,53.0,False,False
2015-09-07,Northern Ireland,Hungary,Northern Ireland,Kyle Lafferty,90.0,False,False
1997-09-06,Iceland,Republic of Ireland,Republic of Ireland,David Connolly,13.0,False,False
2010-06-21,Portugal,North Korea,Portugal,Tiago Mendes,60.0,False,False
1986-10-15,Hungary,Netherlands,Netherlands,Marco van Basten,67.0,False,False
1996-10-05,Moldova,Italy,Italy,Fabrizio Ravanelli,8.0,False,False
2013-06-07,Sudan,Ghana,Ghana,Sulley Muntari,83.0,False,False
2011-07-17,Chile,Venezuela,Venezuela,Gabriel Cichero,80.0,False,False
2005-06-04,Azerbaijan,Poland,Poland,Maciej Żurawski,81.0,False,False
2001-04-16,Australia,Samoa,Australia,Aurelio Vidmar,5.0,False,False
